sample	hla	p_ijk	pi
Line.8	HLA-A01:01	8.220e+00	3.886e-02
Line.8	HLA-A24:02	9.623e-01	7.631e-03
Line.8	HLA-B08:01	3.386e+02	9.094e-01
Line.8	HLA-C07:01	9.193e+00	4.413e-02
Line.9	HLA-A01:01	9.899e+01	2.184e-01
Line.9	HLA-A24:02	8.135e-01	4.218e-03
Line.9	HLA-B08:01	1.911e+01	3.665e-02
Line.9	HLA-B18:01	3.310e+02	6.246e-01
Line.9	HLA-C07:01	4.910e+01	1.161e-01
MAVER-1	HLA-A24:02	2.465e+00	5.403e-03
MAVER-1	HLA-A26:01	8.635e+02	5.600e-01
MAVER-1	HLA-B38:01	6.059e+02	4.085e-01
MAVER-1	HLA-B44:02	2.061e+01	2.426e-02
MAVER-1	HLA-C05:01	5.182e-01	1.598e-03
MAVER-1	HLA-C12:03	2.071e-02	2.509e-04
MD155	HLA-A02:01	9.122e+01	1.082e-01
MD155	HLA-A24:02	1.840e+00	6.235e-03
MD155	HLA-B15:01	7.211e+02	8.123e-01
MD155	HLA-B18:01	5.217e+01	7.002e-02
MD155	HLA-C03:03	5.495e-02	3.961e-04
MD155	HLA-C07:01	6.316e-01	2.877e-03
Mel-12	HLA-A01:01	9.159e+01	1.501e-01
Mel-12	HLA-B08:01	6.691e+02	8.448e-01
Mel-12	HLA-C07:01	1.280e+00	5.075e-03
Mel-15	HLA-A03:01	9.477e+01	2.970e-02
Mel-15	HLA-A68:01	4.271e+03	9.329e-01
Mel-15	HLA-B27:05	1.034e+02	3.425e-02
Mel-15	HLA-B35:03	2.698e+00	2.962e-03
Mel-15	HLA-C02:02	2.018e-02	1.223e-04
Mel-15	HLA-C04:01	7.548e-03	6.977e-05
Mel-16	HLA-A01:01	2.272e+02	1.154e-01
Mel-16	HLA-A24:02	1.290e+01	1.103e-02
Mel-16	HLA-B07:02	3.914e+02	1.740e-01
Mel-16	HLA-B08:01	1.773e+03	6.933e-01
Mel-16	HLA-C07:01	3.448e+00	4.309e-03
Mel-16	HLA-C07:02	6.221e-01	1.946e-03
Mel-5	HLA-A01:01	7.913e+01	1.030e-01
Mel-5	HLA-A25:01	2.283e+01	3.507e-02
Mel-5	HLA-B08:01	8.268e+02	7.822e-01
Mel-5	HLA-B18:01	7.223e+01	7.974e-02
Mel-624	HLA-A02:01	2.730e+01	6.176e-02
Mel-624	HLA-A03:01	1.660e+02	3.534e-01
Mel-624	HLA-B07:02	4.196e-01	1.185e-03
Mel-624	HLA-B14:01	8.309e-03	1.434e-04
Mel-624	HLA-C07:02	2.330e-03	1.265e-04
Mel-624	HLA-C08:01	2.932e+02	5.834e-01
Mel-8	HLA-A01:01	8.943e+01	8.514e-02
Mel-8	HLA-A03:01	5.946e+02	4.602e-01
Mel-8	HLA-B07:02	2.629e+02	2.169e-01
Mel-8	HLA-B08:01	3.073e+02	2.352e-01
Mel-8	HLA-C07:01	7.408e-01	1.966e-03
Mel-8	HLA-C07:02	5.370e-02	5.214e-04
PD42	HLA-A02:06	4.598e+00	1.505e-02
PD42	HLA-A24:02	5.344e-01	2.918e-03
PD42	HLA-B07:02	1.395e+02	2.931e-01
PD42	HLA-B55:01	3.752e+02	6.870e-01
PD42	HLA-C01:02	8.592e-02	7.770e-04
PD42	HLA-C07:02	6.520e-02	1.177e-03
RA957	HLA-A02:20	1.009e-01	4.652e-04
RA957	HLA-A68:01	2.210e+03	9.823e-01
RA957	HLA-B35:03	1.895e+00	3.681e-03
RA957	HLA-B39:01	1.295e+01	1.313e-02
RA957	HLA-C04:01	1.613e-02	1.412e-04
RA957	HLA-C07:02	2.379e-02	2.453e-04
RPMI8226	HLA-A30:01	8.394e+02	9.096e-01
RPMI8226	HLA-A68:02	2.900e+01	5.387e-02
RPMI8226	HLA-B15:03	9.718e+00	2.092e-02
RPMI8226	HLA-B15:10	2.757e+00	1.434e-02
RPMI8226	HLA-C02:10	1.089e-01	8.078e-04
RPMI8226	HLA-C03:04	6.796e-02	4.879e-04
SK-Mel-5	HLA-A02:01	4.254e+02	6.195e-01
SK-Mel-5	HLA-A11:01	2.195e+02	3.281e-01
SK-Mel-5	HLA-B40:01	3.004e+01	5.182e-02
SK-Mel-5	HLA-C03:03	4.733e-02	5.724e-04
T98G	HLA-A02:01	1.782e+03	8.660e-01
T98G	HLA-B39:06	2.320e+02	1.333e-01
T98G	HLA-C07:02	9.368e-02	7.395e-04
THP-1	HLA-A02:01	2.521e+02	2.289e-01
THP-1	HLA-A24:02	8.465e+00	1.521e-02
THP-1	HLA-B15:11	2.832e+02	2.622e-01
THP-1	HLA-B35:01	5.839e+02	4.923e-01
THP-1	HLA-C03:03	3.592e-01	1.419e-03
TIL1	HLA-A02:01	3.348e+02	3.202e-01
TIL1	HLA-B18:01	1.173e+01	1.735e-02
TIL1	HLA-B38:01	7.411e+02	6.541e-01
TIL1	HLA-C05:01	2.347e+00	8.335e-03
TIL3	HLA-A01:01	8.218e+01	5.654e-02
TIL3	HLA-A23:01	2.781e+00	5.339e-03
TIL3	HLA-B07:02	4.887e+02	2.865e-01
TIL3	HLA-B15:01	1.186e+03	6.495e-01
TIL3	HLA-C12:03	1.935e-01	1.020e-03
TIL3	HLA-C14:02	5.609e-01	1.128e-03
U-87	HLA-A02:01	2.310e+03	9.614e-01
U-87	HLA-B44:02	3.004e+01	2.356e-02
U-87	HLA-C05:01	1.223e+01	1.505e-02
pat-AC2	HLA-A03:01	6.223e+01	2.121e-01
pat-AC2	HLA-A32:01	1.664e+01	7.603e-02
pat-AC2	HLA-B27:05	9.727e+01	3.228e-01
pat-AC2	HLA-B45:01	1.209e+02	3.890e-01
pat-C	HLA-A02:01	3.230e+01	5.800e-02
pat-C	HLA-A03:01	1.589e+02	2.555e-01
pat-C	HLA-B07:02	4.148e+02	6.859e-01
pat-C	HLA-C07:02	1.653e-02	5.418e-04
pat-CELG	HLA-A02:01	4.087e+01	7.202e-02
pat-CELG	HLA-A24:02	1.875e+00	7.220e-03
pat-CELG	HLA-B15:01	1.311e+02	2.139e-01
pat-CELG	HLA-B73:01	5.792e+02	6.800e-01
pat-CELG	HLA-C03:03	1.772e-02	2.209e-04
pat-CELG	HLA-C15:05	5.918e+00	2.663e-02
pat-CP2	HLA-A11:01	3.355e+02	8.322e-01
pat-CP2	HLA-B14:02	2.075e+01	8.511e-02
pat-CP2	HLA-B44:02	2.178e+01	8.269e-02
pat-FL	HLA-A03:01	3.404e+02	4.455e-01
pat-FL	HLA-A11:01	1.558e+02	2.095e-01
pat-FL	HLA-B44:03	1.445e+02	2.059e-01
pat-FL	HLA-B50:01	9.031e+01	1.391e-01
pat-J	HLA-A02:01	3.643e+01	7.308e-02
pat-J	HLA-A03:01	1.526e+02	2.835e-01
pat-J	HLA-B07:02	3.369e+02	6.429e-01
pat-J	HLA-C07:02	1.451e-02	5.674e-04
pat-JPB3	HLA-A02:01	7.547e+01	1.977e-01
pat-JPB3	HLA-A11:01	5.009e+01	1.482e-01
pat-JPB3	HLA-B27:05	2.184e+02	5.429e-01
pat-JPB3	HLA-B56:01	3.701e+01	1.112e-01
pat-JT2	HLA-A11:01	1.774e+02	5.908e-01
pat-JT2	HLA-B18:03	8.606e-01	4.754e-03
pat-JT2	HLA-B35:01	1.277e+02	4.044e-01
pat-M	HLA-A03:01	1.884e+02	3.686e-01
pat-M	HLA-A29:02	1.497e+01	3.791e-02
pat-M	HLA-B08:01	1.597e+02	3.128e-01
pat-M	HLA-B44:03	1.358e+02	2.791e-01
pat-M	HLA-C07:01	1.757e-01	1.187e-03
pat-M	HLA-C16:01	3.956e-02	3.969e-04
pat-MA	HLA-A02:01	3.000e+02	3.878e-01
pat-MA	HLA-A29:02	2.247e+01	3.727e-02
pat-MA	HLA-B44:03	2.950e+02	3.922e-01
pat-MA	HLA-B57:01	1.204e+02	1.753e-01
pat-MA	HLA-C07:01	6.593e-01	3.039e-03
pat-MA	HLA-C16:01	1.452e+00	4.321e-03
pat-ML	HLA-A02:01	2.133e+02	3.334e-01
pat-ML	HLA-A11:01	1.307e+02	2.084e-01
pat-ML	HLA-B40:01	8.733e+01	1.474e-01
pat-ML	HLA-B44:03	1.907e+02	3.108e-01
pat-NS2	HLA-A02:01	1.814e+01	1.683e-01
pat-NS2	HLA-B13:02	9.158e+01	7.001e-01
pat-NS2	HLA-B41:01	1.329e+01	1.316e-01
pat-NT	HLA-A01:01	1.394e+01	4.494e-02
pat-NT	HLA-A32:01	3.202e+01	1.067e-01
pat-NT	HLA-B08:01	3.650e+02	8.483e-01
pat-PF1	HLA-A01:01	6.348e+01	7.922e-02
pat-PF1	HLA-A02:01	1.391e+02	1.466e-01
pat-PF1	HLA-B07:02	5.246e+02	5.562e-01
pat-PF1	HLA-B44:03	1.914e+02	2.157e-01
pat-PF1	HLA-C07:02	5.665e-02	8.647e-04
pat-PF1	HLA-C16:01	3.971e-01	1.503e-03
pat-R	HLA-A03:01	1.555e+02	3.216e-01
pat-R	HLA-A29:02	1.476e+01	3.843e-02
pat-R	HLA-B08:01	1.584e+02	3.259e-01
pat-R	HLA-B44:03	1.461e+02	3.125e-01
pat-R	HLA-C07:01	1.329e-01	9.714e-04
pat-R	HLA-C16:01	4.987e-02	4.946e-04
pat-RT	HLA-A01:01	3.883e+01	1.020e-01
pat-RT	HLA-A02:01	2.468e+02	4.746e-01
pat-RT	HLA-B18:01	3.241e+01	8.010e-02
pat-RT	HLA-B39:24	1.572e+02	3.211e-01
pat-RT	HLA-C05:01	1.495e+00	1.042e-02
pat-RT	HLA-C07:01	2.257e+00	1.171e-02
pat-SR	HLA-A02:01	2.633e+02	4.958e-01
pat-SR	HLA-A23:01	3.446e+00	1.774e-02
pat-SR	HLA-B18:01	8.253e+01	1.763e-01
pat-SR	HLA-B44:03	1.547e+02	3.101e-01
pat-ST	HLA-A03:01	5.087e+01	2.044e-01
pat-ST	HLA-A24:02	5.322e-01	4.443e-03
pat-ST	HLA-B07:02	2.973e+01	1.278e-01
pat-ST	HLA-B27:05	1.789e+02	6.633e-01
